,INDICATOR,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,FLAG
2825,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: American Indian or Alaska Native,4.13,2016,40,All ages,0.0,20.7,
2826,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: American Indian or Alaska Native,4.13,2017,41,All ages,0.0,20.4,
2827,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: American Indian or Alaska Native,4.13,2018,42,All ages,0.0,21.4,
2828,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1950,1,All ages,0.0,,...
2829,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1960,2,All ages,0.0,,...
2830,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1970,3,All ages,0.0,,...
2831,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1980,4,All ages,0.0,8.8,
2832,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1981,5,All ages,0.0,,...
2833,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1982,6,All ages,0.0,,...
2834,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1983,7,All ages,0.0,,...
2835,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1984,8,All ages,0.0,,...
2836,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1985,9,All ages,0.0,8.4,
2837,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1986,10,All ages,0.0,,...
2838,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1987,11,All ages,0.0,,...
2839,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1988,12,All ages,0.0,7.7,
2840,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1989,13,All ages,0.0,7.7,
2841,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1990,14,All ages,0.0,8.7,
2842,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1991,15,All ages,0.0,8.7,
2843,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1992,16,All ages,0.0,8.3,
2844,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1993,17,All ages,0.0,8.8,
2845,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1994,18,All ages,0.0,9.3,
2846,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1995,19,All ages,0.0,9.0,
2847,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1996,20,All ages,0.0,8.3,
2848,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1997,21,All ages,0.0,8.8,
2849,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1998,22,All ages,0.0,8.7,
2850,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,1999,23,All ages,0.0,8.5,
2851,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2000,24,All ages,0.0,7.9,
2852,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2001,25,All ages,0.0,7.6,
2853,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2002,26,All ages,0.0,7.5,
2854,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2003,27,All ages,0.0,7.9,
2855,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2004,28,All ages,0.0,7.8,
2856,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2005,29,All ages,0.0,7.1,
2857,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2006,30,All ages,0.0,7.8,
2858,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2007,31,All ages,0.0,8.4,
2859,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2008,32,All ages,0.0,7.5,
2860,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2009,33,All ages,0.0,8.4,
2861,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2010,34,All ages,0.0,9.3,
2862,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2011,35,All ages,0.0,8.6,
2863,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2012,36,All ages,0.0,9.3,
2864,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2013,37,All ages,0.0,9.2,
2865,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2014,38,All ages,0.0,9.0,
2866,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2015,39,All ages,0.0,9.2,
2867,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2016,40,All ages,0.0,10.3,
2868,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2017,41,All ages,0.0,10.0,
2869,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Male: Asian or Pacific Islander,4.14,2018,42,All ages,0.0,10.6,
2870,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1950,1,All ages,0.0,5.5,
2871,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1960,2,All ages,0.0,5.3,
2872,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1970,3,All ages,0.0,7.1,
2873,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1980,4,All ages,0.0,5.9,
2874,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1981,5,All ages,0.0,6.2,
2875,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1982,6,All ages,0.0,6.1,
2876,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1983,7,All ages,0.0,5.9,
2877,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1984,8,All ages,0.0,6.0,
2878,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1985,9,All ages,0.0,5.6,
2879,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1986,10,All ages,0.0,5.9,
2880,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1987,11,All ages,0.0,5.8,
2881,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1988,12,All ages,0.0,5.5,
2882,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1989,13,All ages,0.0,5.3,
2883,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1990,14,All ages,0.0,5.3,
2884,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1991,15,All ages,0.0,5.1,
2885,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1992,16,All ages,0.0,5.0,
2886,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1993,17,All ages,0.0,5.0,
2887,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1994,18,All ages,0.0,4.9,
2888,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1995,19,All ages,0.0,4.8,
2889,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1996,20,All ages,0.0,4.7,
2890,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1997,21,All ages,0.0,4.8,
2891,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1998,22,All ages,0.0,4.8,
2892,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,1999,23,All ages,0.0,4.5,
2893,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2000,24,All ages,0.0,4.4,
2894,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2001,25,All ages,0.0,4.6,
2895,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2002,26,All ages,0.0,4.8,
2896,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2003,27,All ages,0.0,4.8,
2897,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2004,28,All ages,0.0,5.2,
2898,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2005,29,All ages,0.0,5.0,
2899,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2006,30,All ages,0.0,5.3,
2900,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2007,31,All ages,0.0,5.4,
2901,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2008,32,All ages,0.0,5.6,
2902,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2009,33,All ages,0.0,5.7,
2903,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2010,34,All ages,0.0,5.9,
2904,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2011,35,All ages,0.0,6.1,
2905,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2012,36,All ages,0.0,6.3,
2906,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2013,37,All ages,0.0,6.5,
2907,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2014,38,All ages,0.0,6.9,
2908,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2015,39,All ages,0.0,7.2,
2909,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2016,40,All ages,0.0,7.2,
2910,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2017,41,All ages,0.0,7.1,
2911,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: White,4.21,2018,42,All ages,0.0,7.2,
2912,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1950,1,All ages,0.0,1.5,
2913,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1960,2,All ages,0.0,1.6,
2914,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1970,3,All ages,0.0,2.6,
2915,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1980,4,All ages,0.0,2.2,
2916,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1981,5,All ages,0.0,2.4,
2917,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1982,6,All ages,0.0,2.2,
2918,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1983,7,All ages,0.0,2.1,
2919,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1984,8,All ages,0.0,2.2,
2920,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1985,9,All ages,0.0,2.1,
2921,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1986,10,All ages,0.0,2.3,
2922,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1987,11,All ages,0.0,2.1,
2923,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1988,12,All ages,0.0,2.4,
2924,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1989,13,All ages,0.0,2.4,
2925,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1990,14,All ages,0.0,2.3,
2926,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1991,15,All ages,0.0,1.9,
2927,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1992,16,All ages,0.0,2.0,
2928,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1993,17,All ages,0.0,2.1,
2929,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1994,18,All ages,0.0,2.0,
2930,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1995,19,All ages,0.0,2.0,
2931,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1996,20,All ages,0.0,1.9,
2932,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1997,21,All ages,0.0,1.8,
2933,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1998,22,All ages,0.0,1.7,
2934,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,1999,23,All ages,0.0,1.6,
2935,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2000,24,All ages,0.0,1.7,
2936,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2001,25,All ages,0.0,1.7,
2937,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2002,26,All ages,0.0,1.5,
2938,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2003,27,All ages,0.0,1.8,
2939,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2004,28,All ages,0.0,1.8,
2940,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2005,29,All ages,0.0,1.8,
2941,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2006,30,All ages,0.0,1.4,
2942,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2007,31,All ages,0.0,1.7,
2943,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2008,32,All ages,0.0,1.6,
2944,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2009,33,All ages,0.0,1.8,
2945,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2010,34,All ages,0.0,1.8,
2946,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2011,35,All ages,0.0,1.9,
2947,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2012,36,All ages,0.0,2.0,
2948,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2013,37,All ages,0.0,2.0,
2949,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2014,38,All ages,0.0,2.1,
2950,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2015,39,All ages,0.0,2.1,
2951,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2016,40,All ages,0.0,2.4,
2952,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2017,41,All ages,0.0,2.7,
2953,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Black or African American,4.22,2018,42,All ages,0.0,2.8,
2954,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1950,1,All ages,0.0,,...
2955,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1960,2,All ages,0.0,,...
2956,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1970,3,All ages,0.0,,...
2957,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1980,4,All ages,0.0,4.7,
2958,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1981,5,All ages,0.0,,...
2959,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1982,6,All ages,0.0,,...
2960,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1983,7,All ages,0.0,,...
2961,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1984,8,All ages,0.0,,...
2962,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1985,9,All ages,0.0,4.4,
2963,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1986,10,All ages,0.0,,...
2964,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1987,11,All ages,0.0,,...
2965,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1988,12,All ages,0.0,3.7,
2966,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1989,13,All ages,0.0,3.5,
2967,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1990,14,All ages,0.0,3.7,
2968,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1991,15,All ages,0.0,3.5,
2969,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1992,16,All ages,0.0,3.7,
2970,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1993,17,All ages,0.0,5.0,
2971,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1994,18,All ages,0.0,3.8,
2972,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1995,19,All ages,0.0,3.8,
2973,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1996,20,All ages,0.0,5.1,
2974,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1997,21,All ages,0.0,3.7,
2975,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1998,22,All ages,0.0,4.7,
2976,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,1999,23,All ages,0.0,4.1,
2977,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2000,24,All ages,0.0,4.0,
2978,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2001,25,All ages,0.0,4.0,
2979,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2002,26,All ages,0.0,4.1,
2980,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2003,27,All ages,0.0,3.4,
2981,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2004,28,All ages,0.0,5.7,
2982,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2005,29,All ages,0.0,4.4,
2983,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2006,30,All ages,0.0,4.7,
2984,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2007,31,All ages,0.0,4.3,
2985,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2008,32,All ages,0.0,5.1,
2986,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2009,33,All ages,0.0,5.6,
2987,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2010,34,All ages,0.0,5.9,
2988,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2011,35,All ages,0.0,5.0,
2989,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2012,36,All ages,0.0,4.5,
2990,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2013,37,All ages,0.0,5.4,
2991,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2014,38,All ages,0.0,5.6,
2992,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2015,39,All ages,0.0,6.6,
2993,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2016,40,All ages,0.0,6.4,
2994,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2017,41,All ages,0.0,6.8,
2995,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: American Indian or Alaska Native,4.23,2018,42,All ages,0.0,6.8,
2996,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1950,1,All ages,0.0,,...
2997,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1960,2,All ages,0.0,,...
2998,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1970,3,All ages,0.0,,...
2999,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1980,4,All ages,0.0,4.7,
3000,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1981,5,All ages,0.0,,...
3001,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1982,6,All ages,0.0,,...
3002,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1983,7,All ages,0.0,,...
3003,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1984,8,All ages,0.0,,...
3004,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1985,9,All ages,0.0,4.3,
3005,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1986,10,All ages,0.0,,...
3006,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1987,11,All ages,0.0,,...
3007,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1988,12,All ages,0.0,3.2,
3008,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1989,13,All ages,0.0,3.9,
3009,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1990,14,All ages,0.0,3.4,
3010,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1991,15,All ages,0.0,3.5,
3011,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1992,16,All ages,0.0,3.8,
3012,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1993,17,All ages,0.0,3.8,
3013,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and race,4,Female: Asian or Pacific Islander,4.24,1994,18,All ages,0.0,3.8,
